,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
680,4,4.025351691,8.412054873,1,2,1,0,4,4,7.566828479,7.601402335,0,3,4,4,4,3,5,5.209486153,6,0,6.416732283,6.677083461,0,1,6.744059186,6.51174533,0,7.327123292,0,0,0.693147181,0,1.386294361,0.693147181,3,1.945910149,6,0,3,7.585281079,3,0.693147181,5.641907071,5,5,2,0,0,4.043051268,0,0,0,3,4,0,6,3,7.746732908,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,143000
681,11,4.40060302,7.9683195,1,1,3,0,5,4,7.599401333,7.599901959,0,3,4,2,4,2,2,6.9117473,6,0,5.666426688,7.163946684,0,1,7.163946684,0,0,7.163946684,0.693147181,0,0.693147181,0,1.098612289,0.693147181,2,1.945910149,6,0.693147181,2,7.599401333,3,1.098612289,6.068425588,5,5,2,5.730099783,0,0,0,0,0,3,4,0,10,2,7.856706793,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,159434
682,0,4.510859507,9.328034515,1,1,0,0,8,4,7.602401336,7.602401336,5.375278408,2,4,2,4,0,2,6.966024187,6,0,6.342121419,7.394493107,0,1,7.419979924,0,0,7.419979924,0.693147181,0,1.098612289,0,1.386294361,0.693147181,2,2.079441542,6,0.693147181,5,7.602401336,0,1.386294361,6.555356892,5,5,2,5.552959585,3.828641396,0,0,0,0,3,4,0,6,1,8.100161447,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,173000
683,5,4.077537444,9.727406483,1,1,1,0,6,4,7.600402335,7.600402335,3.433987204,2,4,2,4,3,6,0,6,0,7.086737935,7.086737935,2,1,7.086737935,6.469250317,0,7.517520851,0,0,1.098612289,0.693147181,1.609437912,0.693147181,3,2.079441542,6,0,3,7.600402335,0,1.098612289,6.188264123,5,5,2,0,4.406719247,0,0,0,0,3,4,0,5,4,8.017966703,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,285000
684,13,4.110873864,8.529714472,1,1,0,0,6,4,7.593374193,7.593374193,0,2,4,2,4,2,2,6.720220155,3,5.209486153,5.198497031,7.082548569,2,1,7.082548569,6.803505258,0,7.645397699,0.693147181,0,1.098612289,0,1.386294361,0.693147181,2,1.945910149,2,0.693147181,5,7.593374193,0,1.098612289,6.359573869,5,5,2,5.393627546,0,0,0,0,0,3,4,0,8,1,8.095903533,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,221000
685,5,4.442651256,9.230927006,1,1,3,0,6,5,7.604894481,7.604894481,0,2,4,2,4,3,6,0,6,0,6.774223886,6.774223886,0,1,6.774223886,6.788971743,0,7.474204806,0,0,1.386294361,0,1.386294361,0.693147181,2,2.079441542,6,0,3,7.604894481,0,1.098612289,6.361302478,5,5,2,4.976733742,4.663439094,0,0,0,0,3,4,0,7,1,7.877017896,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,207500
686,13,4.297285406,8.538171598,1,1,1,0,6,4,7.60339934,7.60339934,0,2,4,2,4,3,2,5.480638923,6,0,5.746203191,6.313548046,0,1,6.313548046,6.313548046,0,7.005789019,0,0,1.098612289,0.693147181,1.098612289,0.693147181,2,1.609437912,6,0,3,7.60339934,3,1.098612289,6.17586727,5,5,2,0,4.110873864,0,0,0,0,3,4,0,2,1,7.410951876,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,227875
687,0,4.110873864,8.99838401,1,1,3,0,7,5,7.604894481,7.604894481,0,2,4,2,4,0,2,6.852242569,6,0,6.163314804,7.258412151,0,1,7.258412151,0,0,7.258412151,0.693147181,0,1.098612289,0,1.098612289,0.693147181,2,2.079441542,6,0.693147181,2,7.604894481,2,1.098612289,6.342121419,5,5,2,4.94875989,0,0,0,0,0,3,4,0,9,1,7.951207156,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,148800
688,11,4.127134385,8.933004592,1,1,0,0,5,4,7.603897969,7.604396349,5.549076085,2,4,2,4,0,0,3.044522438,6,0,7.202661197,7.217443432,0,1,7.217443432,0,0,7.217443432,0,0,1.098612289,0,1.098612289,0.693147181,2,1.945910149,6,0.693147181,2,7.603897969,2,1.098612289,6.133398043,5,5,2,5.262690189,3.36729583,0,0,0,0,3,4,0,5,1,7.910223707,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,392000
689,11,4.262679877,8.395477433,1,1,3,0,5,4,7.60339934,7.60339934,4.997212274,2,4,2,4,1,2,6.548219103,6,0,5.023880521,6.744059186,0,1,6.744059186,0,0,6.744059186,0.693147181,0,0.693147181,0,0.693147181,0.693147181,2,1.386294361,6,0.693147181,5,7.60339934,2,1.098612289,6.042632834,5,5,2,5.010635294,0,0,0,0,0,3,4,0,4,2,7.436617265,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,194700
690,5,4.65396035,9.977481232,1,1,0,0,9,5,7.598399329,7.598900457,7.065613364,0,4,0,4,1,2,7.283448229,6,0,6.897704943,7.801800402,0,1,7.801800402,7.535296702,0,8.370315996,0,0.693147181,1.386294361,0.693147181,1.609437912,0.693147181,0,2.397895273,6,1.098612289,0,7.598399329,0,1.386294361,6.725033642,5,5,2,5.948034989,3.931825633,0,0,0,0,3,4,0,0,1,8.818926087,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,141000
691,5,3.761200116,10.17271284,1,1,0,1,6,4,7.595889918,7.596392304,5.683579767,2,4,2,4,1,2,6.873163834,6,0,5.505331536,7.099201744,0,1,7.122059882,7.156176637,0,7.832014181,0.693147181,0,1.098612289,0.693147181,1.609437912,0.693147181,2,2.302585093,6,1.098612289,2,7.595889918,2,1.098612289,6.444131257,5,5,2,5.771441123,3.33220451,0,0,0,0,3,4,0,3,0,8.224163513,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,755000
692,1,4.110873864,8.594339401,1,1,3,2,4,5,7.56112159,7.585281079,0,3,4,4,4,3,6,0,6,0,6.979145275,6.979145275,0,1,6.979145275,0,0,6.979145275,0,0,0.693147181,0,1.098612289,0.693147181,3,1.609437912,6,0,3,7.585281079,3,0.693147181,5.789960171,5,5,2,0,0,4.727387819,0,0,0,3,4,0,11,0,7.671826798,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,335000
693,4,3.951243719,8.719480761,1,1,3,0,4,5,7.568895663,7.576097341,0,3,1,4,4,3,6,0,6,0,6.833031733,6.833031733,4,1,6.97354302,6.159095388,0,7.339537695,0,0,0.693147181,0.693147181,1.386294361,0.693147181,3,1.791759469,6,0,3,7.598900457,3,1.098612289,6.357842267,5,5,2,4.727387819,0,0,0,0,0,3,2,0,3,3,7.810758117,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,108480
694,0,4.007333185,9.533293059,1,1,0,0,5,5,7.594884387,7.594884387,4.290459441,3,4,2,1,3,2,6.88857246,3,3.713572067,4.532599493,7.014814351,2,1,7.037027615,0,0,7.037027615,0.693147181,0,1.098612289,0,1.098612289,0.693147181,2,1.791759469,6,0.693147181,5,7.594884387,3,1.098612289,6.313548046,5,5,2,4.836281907,0,0,0,0,0,3,4,0,6,0,7.718685495,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,141500
695,1,3.931825633,8.699681401,1,1,3,0,4,6,7.56112159,7.576097341,0,3,4,4,4,3,3,6.424869024,6,0,0,6.424869024,2,1,6.424869024,0,0,6.424869024,0,0,0.693147181,0,1.098612289,0.693147181,3,1.609437912,6,0,3,7.56112159,3,0.693147181,5.327876169,5,5,2,0,0,4.86753445,0,0,0,3,4,0,5,0,7.117205503,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,176000
696,0,4.060443011,8.767329148,1,1,0,0,4,6,7.577121931,7.577121931,0,3,4,0,1,2,3,5.351858133,0,6.313548046,5.393627546,6.88857246,1,1,7.046647278,0,0,7.046647278,0,0.693147181,0.693147181,0,1.098612289,0.693147181,3,1.945910149,6,0,3,7.577121931,3,0.693147181,5.733341277,5,5,2,0,0,0,0,0,0,3,4,0,8,0,7.663407665,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,89000
697,0,4.189654742,9.042040057,1,1,3,0,4,7,7.583756301,7.605890001,0,3,2,4,4,3,2,6.317164687,1,4.770684624,5.416100402,6.796823718,0,1,6.796823718,0,0,6.796823718,0.693147181,0,0.693147181,0,1.386294361,0.693147181,3,1.791759469,6,0.693147181,2,7.58781722,3,0.693147181,5.82008293,5,5,2,6.033086222,4.976733742,0,0,0,0,3,2,0,3,4,7.489412084,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,123500
698,11,4.094344562,8.362408978,1,2,1,0,6,4,7.60339934,7.60339934,0,2,4,2,4,2,2,2.833213344,6,0,7.226936018,7.238496841,0,1,7.238496841,0,0,7.238496841,0,0,1.098612289,0,1.098612289,0.693147181,2,1.791759469,6,0,3,7.60339934,2,1.098612289,6.274762021,5,5,2,5.056245805,5.068904202,0,0,0,0,3,4,0,6,2,7.931284762,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,138500
699,0,4.454347296,9.570250078,1,1,3,0,7,4,7.602401336,7.602401336,6.447305863,2,4,0,4,1,2,7.150701458,6,0,6.267200549,7.496097345,0,1,7.496097345,0,0,7.496097345,0.693147181,0,1.098612289,0,1.386294361,0.693147181,2,2.079441542,6,0.693147181,2,7.602401336,0,1.386294361,6.64118217,5,5,2,5.602118821,4.369447852,0,0,0,0,3,4,0,4,0,8.188966864,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,196000
700,0,4.394449155,9.169622539,1,1,3,0,6,4,7.585788822,7.585788822,5.129898715,3,4,4,4,3,6,0,6,0,7.060476366,7.060476366,4,1,7.060476366,0,0,7.060476366,0,0,0.693147181,0.693147181,1.386294361,0.693147181,3,1.945910149,6,0,3,7.585788822,3,1.098612289,6.270988432,5,5,2,0,0,0,0,0,0,3,4,0,6,0,7.75319427,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,312500
701,5,4.418840608,9.428591977,1,1,0,0,7,4,7.604396349,7.604396349,6.146329258,0,4,0,1,3,6,0,6,0,7.118826249,7.118826249,0,1,7.142827401,7.180069874,0,7.854381211,0,0,1.098612289,0.693147181,1.609437912,0.693147181,0,2.397895273,6,0.693147181,2,7.604396349,0,1.386294361,6.502790046,5,5,2,5.783825182,4.615120517,0,0,0,0,3,4,0,6,0,8.245646901,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,140000
